anime_id,name,rating,type,episodes,date,adult,members,genres
2102,Tattoon Master,6.14,OVA,2,Unknown,0,1626,"Adventure, Comedy, Slice of Life, Supernatural"
2103,TO-Y,6.18,OVA,1,Unknown,0,1257,"Drama, Music, Shounen"
2104,Seto no Hanayome,7.75,TV,26,Spring 2007,0,192744,"Comedy, Parody, Romance, School, Shounen"
2105,Touka Gettan,6.56,TV,26,Spring 2007,1,8284,"Supernatural, Drama, Romance"
2106,Kiss Dum: Engage Planet,6.6,TV,26,Spring 2007,0,5047,"Mecha, Military, Sci-Fi"
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,7.35,Movie,1,Unknown,0,43618,"Action, Adventure, Fantasy, Shounen"
2108,Rockman.EXE Axess,7.14,TV,51,Fall 2003,0,11725,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen"
2109,Rockman.EXE Stream,7.08,TV,51,Fall 2004,0,5589,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen"
2110,Rockman.EXE Beast,7.06,TV,25,Fall 2005,0,4625,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen"
2111,Rockman.EXE Movie: Hikari to Yami no Program,7.21,Movie,1,Unknown,0,2759,"Action, Adventure, Game, Kids"
2112,Over Drive,7.59,TV,26,Spring 2007,0,27838,"Shounen, Sports"
2113,Tenkuu Senki Shurato,7.23,TV,38,Spring 1989,0,6114,"Action, Magic, Fantasy, Shounen"
2114,Tenkuu Senki Shurato: Sousei e no Anto,6.48,OVA,6,Unknown,0,931,"Action, Fantasy, Magic, Shounen"
2116,Captain Tsubasa,7.3,TV,128,Fall 1983,0,60252,"Action, Shounen, Sports"
2117,Shin Captain Tsubasa,7.14,OVA,13,Unknown,0,8235,"Action, Sports, Shounen"
2118,Captain Tsubasa: Europe Daikessen,6.9,Movie,1,Unknown,0,4029,"Action, Sports, Shounen"
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.75,Movie,1,Unknown,0,3275,"Action, Sports, Shounen"
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,6.7,Movie,1,Unknown,0,3178,"Action, Sports, Shounen"
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,6.82,Movie,1,Unknown,0,3249,"Action, Shounen, Sports"
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,6.86,OVA,1,Unknown,0,3068,"Action, Shounen, Sports"
2123,Digimon X-Evolution,7.11,Movie,1,Unknown,0,15068,"Action, Adventure, Fantasy, Sci-Fi"
2124,Code Geass: Hangyaku no Lelouch Recaps,7.04,Special,2,Unknown,0,23614,"Action, Mecha, Military, School, Super Power"
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,7.27,OVA,2,Unknown,0,7087,"Action, Adventure, Supernatural, Shounen"
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,7.34,OVA,4,Unknown,0,6952,"Action, Adventure, Comedy, Supernatural, Shounen"
2127,Chouja Raideen,6.31,TV,38,Fall 1996,0,1034,"Adventure, Mecha, Sci-Fi, Shounen"
2128,Yuusha Raideen,6.55,TV,50,Spring 1975,0,841,"Action, Adventure, Mecha, Sci-Fi, Shounen"
2129,True Tears,7.36,TV,13,Winter 2008,0,124111,"Drama, Romance, School"
2130,Kaibutsu Oujo,7.02,TV,25,Spring 2007,0,44926,"Action, Comedy, Supernatural, Horror, Vampire, Shounen"
2131,Bokusatsu Tenshi Dokuro-chan 2,6.7,OVA,2,Unknown,1,82322,"Comedy, Magic, Ecchi"
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,7.06,Movie,1,Unknown,0,11950,"Comedy, Supernatural, Magic, Romance, Ecchi"
2133,Mari Iyagi,6.25,Movie,1,Unknown,0,1487,"Drama, Fantasy, Slice of Life"
2134,Famiresu Senshi Purin,6.33,OVA,3,Unknown,Rx - Hentai,2546,Hentai
2135,"Sora no Iro, Mizu no Iro",7.13,OVA,2,Unknown,Rx - Hentai,10890,Hentai
2136,Front Innocent: Mou Hitotsu no Lady Innocent,6.87,OVA,1,Unknown,Rx - Hentai,9792,"Hentai, Historical"
2137,Haitokuzuma,6.03,OVA,2,Unknown,Rx - Hentai,2930,Hentai
2138,Kage (OVA),6.3,OVA,4,Unknown,Rx - Hentai,2882,"Action, Martial Arts, Hentai, Historical"
2139,Kakyuusei 2: Anthology,5.98,OVA,2,Unknown,Rx - Hentai,1387,"Drama, Harem, Hentai, Romance"
2140,Aniyome,6.39,OVA,2,Unknown,Rx - Hentai,3402,Hentai
2141,Oseam,7.21,Movie,1,Unknown,0,2390,"Adventure, Drama"
2142,Blue Dragon,6.41,TV,51,Spring 2007,0,36291,"Adventure, Comedy, Fantasy, Supernatural"
2143,Saiyuuki Reload: Burial,7.82,OVA,3,Unknown,0,6622,"Action, Adventure, Drama, Fantasy, Shoujo"
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,6.89,Movie,1,Unknown,0,143474,"Action, Adventure"
2145,Black Gate: Kanin no Gakuen,5.89,OVA,2,Unknown,Rx - Hentai,3303,"Fantasy, Hentai, Supernatural"
2146,Canary,4.67,OVA,1,Unknown,0,1153,"Fantasy, Music, Romance, School"
2147,Call Me Tonight,5.29,OVA,1,Unknown,1,5281,"Comedy, Horror, Romance, Sci-Fi"
2148,Okane ga Nai,6.26,OVA,4,Unknown,1,35715,"Drama, Romance, Yaoi"
2150,Tanoshii Muumin Ikka,8.12,TV,78,Spring 1990,0,13820,"Adventure, Comedy, Fantasy, Kids, Slice of Life"
2151,Nils no Fushigi na Tabi,7.09,TV,52,Winter 1980,0,4097,"Kids, Adventure, Fantasy"
2152,Oh! Edo Rocket,7.23,TV,26,Spring 2007,0,6610,"Comedy, Drama, Fantasy, Historical, Sci-Fi"
2153,Saint Beast: Kouin Jojishi Tenshi Tan,6.35,TV,13,Spring 2007,0,3545,Fantasy
2154,Tekkon Kinkreet,7.98,Movie,1,Unknown,1,49277,"Action, Adventure, Psychological, Supernatural"
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,6.21,TV,13,Spring 2007,0,10362,"Harem, Romance, School"
2156,Bakugan Battle Brawlers,6.32,TV,52,Spring 2007,0,70235,"Action, Fantasy, Game"
2157,Koutetsushin Jeeg,6.9,TV,13,Spring 2007,0,3340,"Mecha, Sci-Fi"
2158,Terra e... (TV),7.92,TV,24,Spring 2007,0,25571,"Action, Drama, Military, Sci-Fi, Space"
2159,Ookiku Furikabutte,7.95,TV,25,Spring 2007,0,53335,"Comedy, Seinen, Sports"
2161,Skull Man,6.65,TV,13,Spring 2007,0,12556,"Action, Mystery, Super Power"
2162,Koutetsu Sangokushi,6.32,TV,25,Spring 2007,0,4519,"Adventure, Historical, Shounen"
2163,AIKa R-16: Virgin Mission,5.97,OVA,3,Unknown,1,13456,"Action, Ecchi, Comedy"
2164,Dennou Coil,8.09,TV,26,Spring 2007,0,59199,"Adventure, Comedy, Drama, Mystery, Sci-Fi"
2165,Gegege no Kitarou (2007),6.93,TV,100,Spring 2007,0,2100,"Comedy, Horror, Fantasy"
2166,Doujin Work,6.79,TV,12,Summer 2007,0,18238,"Slice of Life, Comedy"
2167,Clannad,8.07,TV,23,Fall 2007,0,847787,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
2168,Sakura Taisen: New York,6.33,OVA,6,Unknown,0,1423,"Adventure, Comedy, Supernatural"
2169,Ice,5.37,OVA,3,Unknown,1,4823,"Action, Military, Sci-Fi, Shoujo Ai"
2170,Sousei no Aquarion OVA,7.08,OVA,2,Unknown,1,6708,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural"
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,7.48,Movie,1,Unknown,0,30693,"Adventure, Comedy, Mystery, Police, Shounen"
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,6.77,Movie,1,Unknown,0,1714,"Comedy, Ecchi, School, Seinen"
2173,Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,Unknown,Movie,1,Unknown,0,236,"Adventure, Fantasy"
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,7.57,Movie,1,Unknown,1,5500,"Action, Adventure, Martial Arts, Romance"
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.71,Movie,1,Unknown,1,26694,"Adventure, Drama, Fantasy"
2176,Kiddy Grade: Ignition,7.02,Movie,1,Unknown,0,2384,"Action, Mecha, Sci-Fi, Super Power"
2178,Highlander: The Search for Vengeance,6.75,Movie,1,Unknown,1,10266,"Action, Horror, Sci-Fi"
2179,Tokimeki Memorial: Forever With You,6.12,OVA,2,Unknown,0,1365,"Drama, Romance, School"
2180,Slow Step,6.56,OVA,5,Unknown,0,1215,"Slice of Life, Comedy, Sports, Romance, School, Shoujo"
2181,TANK S.W.A.T. 01,4.93,OVA,1,Unknown,0,1416,"Police, Mecha"
2182,Robot Carnival,7.28,OVA,1,Unknown,0,8991,"Sci-Fi, Fantasy, Mecha"
2183,Ayane-chan High Kick!,5.84,OVA,2,Unknown,0,3024,"Comedy, Shounen, Sports"
2185,Words Worth Gaiden,5.83,OVA,2,Unknown,Rx - Hentai,2588,"Action, Adventure, Fantasy, Hentai"
2186,Maid no Yakata: Zetsubou-hen,5.48,OVA,2,Unknown,Rx - Hentai,1302,Hentai
2187,Shuudan Chikan Densha,5.93,OVA,2,Unknown,Rx - Hentai,1330,Hentai
2188,Maid in Heaven SuperS,6.42,OVA,2,Unknown,Rx - Hentai,5417,Hentai
2189,Shinseiki Inma Seiden,6.12,OVA,6,Unknown,Rx - Hentai,1408,"Hentai, School, Supernatural"
2190,Tsubaki Iro no Purijioone,5.35,OVA,3,Unknown,Rx - Hentai,942,Hentai
2191,Waver,6.14,OVA,3,Unknown,Rx - Hentai,2188,Hentai
2193,Saiunkoku Monogatari Recaps,7.28,Special,9,Unknown,0,2276,"Adventure, Comedy, Historical, Drama, Romance, Fantasy"
2194,Mejoku,6.33,OVA,2,Unknown,Rx - Hentai,3476,Hentai
2195,Heisa Byouin,5.92,OVA,2,Unknown,Rx - Hentai,1735,Hentai
2196,Genmu Senki Leda,6.21,OVA,1,Unknown,0,2562,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi"
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,7.53,Special,2,Unknown,0,18053,"Comedy, Magic, Romance, Seinen, Supernatural"
2199,Chirin no Suzu,7.07,Movie,1,Unknown,0,5657,"Adventure, Drama, Fantasy"
2200,Muteki Choujin Zanbot 3,6.89,TV,23,Fall 1977,0,1700,"Action, Mecha, Drama, Sci-Fi, Shounen"
2201,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.82,Movie,1,Unknown,0,61943,"Action, Adventure, Kids, Drama, Fantasy"
2202,Waga Seishun no Arcadia,7.49,Movie,1,Unknown,0,4814,"Action, Adventure, Drama, Sci-Fi, Space"
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,7.4,TV,22,Fall 1982,0,2991,"Action, Adventure, Drama, Sci-Fi, Space"
2204,Karakurizoushi Ayatsuri Sakon,7.39,TV,26,Fall 1999,1,4737,"Mystery, Horror, Thriller, Shounen"
2205,Bakuretsu Tenshi: Infinity,6.79,OVA,1,Unknown,0,9896,"Action, Comedy, Mecha, Sci-Fi, Shounen"
2206,Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,6.95,OVA,1,Unknown,0,1900,"Sci-Fi, Comedy"
2207,Hamelin no Violin Hiki: The Movie,6.46,Movie,1,Unknown,0,1386,"Adventure, Comedy, Fantasy"
2208,Flutter of Birds II: Tenshi-tachi no Tsubasa,5.73,OVA,2,Unknown,Rx - Hentai,938,"Drama, Hentai, Romance"
2209,V.G.Neo The Animation,5.7,OVA,3,Unknown,Rx - Hentai,2069,"Action, Martial Arts, Hentai"
2210,Tooi Sekai,6.34,ONA,1,Unknown,0,12756,"Romance, Drama"
2211,Jumping,6.49,Movie,1,Unknown,0,3164,Adventure
2212,Bakuretsu Tenshi: Infinity Special,6.71,Special,1,Unknown,0,2943,"Action, Sci-Fi, Mecha"
2213,Black Jack (TV),7.62,TV,61,Fall 2004,0,17342,Drama
2214,Black Jack 21,7.59,TV,17,Spring 2006,0,6950,"Action, Drama"
2215,Kishin Taisen Gigantic Formula,6.87,TV,26,Spring 2007,0,3476,"Mecha, Sci-Fi"
2216,Shigurui,7.41,TV,12,Summer 2007,1,46583,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen"
2217,Hand Maid May: Akiramemasen,6.74,Special,1,Unknown,0,6478,"Sci-Fi, Harem, Comedy, Romance, Ecchi"
2218,Fujimi 2-choume Koukyougakudan,5.56,OVA,1,Unknown,1,5447,"Drama, Music, Psychological, Romance, Slice of Life, Yaoi"
2219,Ryokunohara Meikyuu,5.13,OVA,1,Unknown,0,2141,"Dementia, Psychological, Drama, Romance, Shoujo, Shounen Ai"
2220,Be-Boy Kidnapp'n Idol,5.55,OVA,1,Unknown,0,6018,"Drama, Shounen Ai"
2221,Aishite Knight,6.72,TV,42,Spring 1983,0,4545,"Comedy, Romance, Shoujo"
2222,Dr. Slump: Arale-chan,7.16,TV,243,Spring 1981,0,7696,"Sci-Fi, Slice of Life, Comedy, Shounen"
2223,Maple Town Monogatari,6.8,TV,52,Winter 1986,0,1241,"Slice of Life, Fantasy"
2224,Hikari no Densetsu,6.6,TV,19,Spring 1986,0,2116,"Music, Romance, Shoujo, Sports"
2225,Alps no Shoujo Heidi,7.28,TV,52,Winter 1974,0,21313,"Slice of Life, Historical, Drama"
2226,Mori no Tonto-tachi,6.19,TV,23,Fall 1984,0,388,"Fantasy, Kids"
2227,Lady Lady!!,7.51,TV,21,Fall 1987,0,3320,"Historical, Drama, Shoujo"
2228,Honoo no Toukyuuji: Dodge Danpei,7.28,TV,47,Fall 1991,0,3360,"Comedy, Sports"
2229,Dragon Quest: Dai no Daibouken (TV),7.63,TV,46,Fall 1991,0,13679,"Adventure, Comedy, Demons, Magic, Martial Arts, Fantasy, Shounen"
2230,Hana no Ko Lunlun,6.85,TV,50,Winter 1979,0,2229,"Adventure, Drama, Magic, Shoujo"
2231,Miyuki,6.72,TV,37,Spring 1983,0,1373,"Romance, School, Shounen"
2232,Funny Pets,5.09,TV,12,Winter 2006,0,543,Comedy
2233,Ocha-ken: Chokotto Monogatari,6.3,TV,26,Fall 2003,0,651,"Comedy, Kids"
2234,Panda-Z: The Robonimation,6.23,TV,30,Spring 2004,0,1316,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen"
2235,Mizu no Kotoba,6.81,Special,1,Unknown,0,16744,"Drama, Psychological, Sci-Fi"
2236,Toki wo Kakeru Shoujo,8.2,Movie,1,Unknown,0,482978,"Adventure, Drama, Romance, Sci-Fi"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,6.48,Special,1,Unknown,0,12488,"Comedy, Mystery"
2238,Fuyu no Semi,7.53,OVA,3,Unknown,1,13575,"Drama, Historical, Romance, Samurai, Yaoi"
2239,Sei Michaela Gakuen Hyouryuuki,4.96,OVA,2,Unknown,Rx - Hentai,530,Hentai
2240,Sei Michaela Gakuen Hyouryuuki II,4.83,OVA,2,Unknown,Rx - Hentai,556,Hentai
2243,Karasu Tengu Kabuto,6.49,TV,39,Summer 1990,1,760,"Action, Adventure, Historical, Drama"
2244,Rakugo Tennyo Oyui,6.06,TV,12,Winter 2006,0,752,"Comedy, Historical"
2245,Seraphim Call,6.1,TV,12,Fall 1999,0,1804,"Romance, Drama, Sci-Fi"
2246,Mononoke,8.42,TV,12,Summer 2007,1,99445,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen"
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,6.87,Special,1,Unknown,0,58896,"Action, Comedy, Sports, Martial Arts, Fantasy, Shounen"
2249,Amon Saga,5.49,OVA,1,Unknown,1,2908,"Action, Adventure, Fantasy"
2250,Roots Search: Shokushin Buttai X,4.21,OVA,1,Unknown,1,1529,"Sci-Fi, Space, Horror"
2251,Baccano!,8.42,TV,13,Summer 2007,1,447980,"Action, Comedy, Historical, Mystery, Supernatural"
2252,Devilman,6.45,TV,39,Summer 1972,1,9184,"Action, Horror, Demons, Supernatural"
2253,Mazinger Z,7.26,TV,92,Winter 1973,0,8353,"Action, Drama, Mecha, Sci-Fi, Shounen"
2254,Sentou Mecha Xabungle,7.22,TV,50,Winter 1982,0,1602,"Military, Sci-Fi, Mecha, Shounen"
2255,Choujuu Kishin Dancougar,6.65,TV,38,Spring 1985,0,1774,"Action, Sci-Fi, Mecha"
2256,Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,6.28,OVA,1,Unknown,0,715,"Action, Drama, Mecha"
2257,Taiyou no Kiba Dagram,7.33,TV,75,Fall 1981,0,1489,"Mecha, Military, Drama, Sci-Fi, Shounen"
2258,Choro Q Dagram,5.47,Movie,1,Unknown,0,452,"Comedy, Mecha, Sci-Fi, Shounen"
2259,Dr. Rin ni Kiitemite!,6.79,TV,51,Spring 2001,0,1883,"Comedy, Fantasy, Magic, Romance, School, Shoujo"
2260,Kirameki☆Project,6.22,OVA,5,Unknown,0,914,"Ecchi, Mecha, Comedy, Sci-Fi"
2261,Malice@Doll,5.9,OVA,3,Unknown,1,1987,"Horror, Psychological, Sci-Fi"
2262,Sin: The Movie,5.15,OVA,1,Unknown,1,3414,"Action, Sci-Fi, Horror, Police, Supernatural"
2263,Sonic★the★Hedgehog,6.82,OVA,2,Unknown,0,12275,"Adventure, Comedy, Sci-Fi, Shounen"
2264,Jungle Taitei Movie (1997),7.09,Movie,1,Unknown,0,2386,"Adventure, Fantasy"
2266,Gakuen no Shuryousha,6.07,OVA,2,Unknown,Rx - Hentai,1856,Hentai
2267,Red Garden: Dead Girls,6.39,OVA,1,Unknown,1,4629,"Mecha, Mystery"
2269,Mobile Suit Gundam SEED Special Edition,7.31,Special,3,Unknown,1,6794,"Action, Space, Mecha, Military, Sci-Fi"
2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,6.52,OVA,1,Unknown,0,869,"Magic, Shoujo"
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,7.81,Movie,1,Unknown,0,44529,"Action, Space, Mecha, Military, Drama, Sci-Fi"
2274,CLAMP in Wonderland,6.86,Music,1,Unknown,0,13678,Music
2275,Saishuu Chikan Densha,6.42,OVA,3,Unknown,Rx - Hentai,2785,Hentai
2276,Shin Saishuu Chikan Densha,6.42,OVA,3,Unknown,Rx - Hentai,2467,Hentai
2277,Mahou Yuugi 2D,6.39,ONA,24,Unknown,0,1799,"Adventure, Comedy, Magic, Fantasy"
2278,Mahou Yuugi 3D,5.62,OVA,1,Unknown,0,1165,"Comedy, Magic"
2279,Nagagutsu wo Haita Neko,7.01,Movie,1,Unknown,0,2362,"Adventure, Fantasy, Kids"
2280,Hare Tokidoki Buta (TV),6.5,TV,61,Summer 1997,0,590,"Comedy, Parody"
2281,Jikuu Tantei Genshi-kun,6.31,TV,39,Fall 1998,0,6678,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen"
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,6.54,TV,26,Spring 1997,0,489,Historical
2283,Red Baron,7.02,TV,49,Spring 1994,0,1756,"Action, Martial Arts, Mecha, Sci-Fi, Shounen, Sports"
2284,Transformers: Car Robots,6.55,TV,39,Spring 2000,0,3312,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
2285,D.I.C.E.,6.33,TV,40,Winter 2006,0,3437,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen"
2286,Little Nemo,7.25,Movie,1,Unknown,0,6076,"Adventure, Fantasy"
2287,Kakutou Ryouri Densetsu Bistro Recipe,6.08,TV,26,Winter 2002,0,3177,"Game, Adventure, Comedy, Fantasy, Shounen"
2288,Akihabara Dennou-gumi,6.56,TV,26,Spring 1998,0,3839,"Adventure, Mecha, Sci-Fi, Shoujo"
2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,6.67,Movie,1,Unknown,0,1332,"Adventure, Comedy, Mecha, Sci-Fi"
2290,Superflat Monogram,6.51,Special,1,Unknown,0,5628,"Adventure, Fantasy"
2291,Tatakae!! Iczer-1,6.07,OVA,3,Unknown,1,3635,"Action, Sci-Fi, Ecchi, Mecha"
2292,Bouken! Iczer 3,5.82,OVA,6,Unknown,1,1461,"Action, Adventure, Sci-Fi"
2293,Kyoushoku Soukou Guyver,6.26,Movie,1,Unknown,1,3523,"Action, Sci-Fi, Horror, Super Power"
2294,Mobile Suit Gundam SEED Destiny Special Edition,7.28,Special,4,Unknown,1,7481,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
2298,Mobile Suit Gundam SEED: After-Phase Between the Stars,7.06,Special,1,Unknown,0,10471,"Action, Drama, Mecha, Sci-Fi"
2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.59,OVA,1,Unknown,1,1162,"Action, Mecha, Sci-Fi, Shounen"
2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,6.98,OVA,1,Unknown,1,2209,"Action, Mecha, Sci-Fi, Shounen"
2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,6.05,OVA,1,Unknown,1,1069,"Action, Mecha, Sci-Fi, Shounen"
2302,Mobile Suit SD Gundam Mk I,6.34,Special,3,Unknown,0,2622,"Mecha, Parody, Sci-Fi"
2303,Mobile Suit SD Gundam Mk II,6.27,OVA,3,Unknown,0,2242,"Mecha, Parody, Sci-Fi"
2304,Mobile Suit SD Gundam Mk IV,6.02,OVA,2,Unknown,0,1682,"Mecha, Parody, Sci-Fi"
2305,Mobile Suit SD Gundam Mk III,5.94,OVA,6,Unknown,0,1771,"Mecha, Parody, Sci-Fi"
2306,Mobile Suit SD Gundam's Counterattack,6.39,OVA,2,Unknown,0,1908,"Comedy, Parody, Mecha"
2307,Lime-iro Senkitan: Nankoku Yume Roman,6.22,OVA,2,Unknown,1,1681,"Action, Ecchi, Comedy, Mecha"
2308,Lime-iro Ryuukitan X,5.52,TV,13,Winter 2005,1,1666,"Harem, Historical, Supernatural, Drama, Ecchi, Mecha"
2309,"Azusa, Otetsudai Shimasu!",6.19,OVA,1,Unknown,0,1981,"Comedy, Sci-Fi, Slice of Life, Sports"
2310,Chou Kidou Densetsu DinaGiga,4.97,OVA,2,Unknown,0,616,"Mecha, Sci-Fi"
2311,Shounen Kenya,5.09,Movie,1,Unknown,0,809,Adventure
2312,Daishizen no Majuu: Bagi,6.32,Movie,1,Unknown,0,1672,"Action, Romance, Sci-Fi"
2313,Muumindani no Suisei,7.68,Movie,1,Unknown,0,5880,"Adventure, Comedy, Fantasy, Kids"
2314,Tobe! Kujira no Peek,6.13,Movie,1,Unknown,0,360,"Adventure, Drama"
2315,Injuu Alien,5.26,OVA,1,Unknown,Rx - Hentai,1988,"Action, Adventure, Hentai, Horror, Sci-Fi"
2316,Akakichi no Eleven,6.65,TV,52,Spring 1970,0,981,Sports
2317,Hen,5.25,OVA,2,Unknown,1,2618,"Comedy, Ecchi, Shoujo Ai"
2318,Dog Soldier,3.96,OVA,1,Unknown,1,1077,"Action, Military, Seinen"
2319,Freedom Previsited,6.48,OVA,1,Unknown,0,1953,"Action, Adventure, Sci-Fi"
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.84,OVA,7,Unknown,0,9168,"Action, Sci-Fi, Super Power, Drama, Mecha, Shounen"
2322,Giant Robo Gaiden Ginrei,6.06,OVA,3,Unknown,0,2034,"Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power"
2324,Angel Blade,6.34,OVA,3,Unknown,Rx - Hentai,6941,"Action, Demons, Hentai"
2325,Angel Blade Punish!,6.41,OVA,3,Unknown,Rx - Hentai,4676,"Adventure, Hentai, Magic, Sci-Fi"
2326,Nankyoku 28 Gou,5.49,OVA,1,Unknown,Rx - Hentai,1015,Hentai
2327,Kyouhaku: Owaranai Ashita,5.82,OVA,3,Unknown,Rx - Hentai,1902,Hentai
2328,Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,6.06,OVA,3,Unknown,Rx - Hentai,1697,Hentai
2329,Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,6.15,OVA,2,Unknown,Rx - Hentai,1290,Hentai
2330,Jibaku-kun,7.39,TV,26,Fall 1999,0,7690,"Adventure, Fantasy, Comedy"
2331,Uchuu Densetsu Ulysses 31,7.08,TV,26,Fall 1981,0,3011,"Action, Adventure, Sci-Fi, Space"
2332,Plastic Little,6.14,OVA,1,Unknown,1,7927,"Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi"
2333,Anime Sanjuushi,7.11,TV,52,Fall 1987,0,2306,"Adventure, Drama, Historical, Romance"
2334,Anime Sanjuushi: Aramis no Bouken,6.59,Movie,1,Unknown,0,759,"Adventure, Historical, Romance"
2335,Kenyuu Densetsu Yaiba,7.13,TV,52,Spring 1993,0,5552,"Action, Comedy, Fantasy, Martial Arts, Shounen"
2336,Hikaru no Go: New Year Special,7.32,Special,1,Unknown,0,7207,"Game, Comedy, Supernatural, Shounen"
2337,Tetsujin 28-gou (2004),7.34,TV,26,Spring 2004,0,1549,"Sci-Fi, Adventure, Historical, Drama, Mecha, Shounen"
2338,Youjuu Kyoushitsu,5.21,OVA,6,Unknown,Rx - Hentai,1019,"Hentai, Horror, Demons"
2339,Youjuu Kyoushitsu Gaiden,5.19,OVA,4,Unknown,Rx - Hentai,753,"Hentai, Horror, Demons"
2340,Gedou Gakuen,5.62,OVA,5,Unknown,Rx - Hentai,1001,"Hentai, Supernatural"
2341,Choujin Densetsu Urotsukidouji,6.13,OVA,3,Unknown,Rx - Hentai,5519,"Action, Demons, Drama, Hentai"
2342,Shin Choujin Densetsu Urotsukidouji Mataiden,5.73,OVA,2,Unknown,Rx - Hentai,1088,"Fantasy, Hentai, Demons, Horror, Sci-Fi"
2343,Choujin Densetsu Urotsukidouji: Mirai-hen,5.73,OVA,4,Unknown,Rx - Hentai,2028,"Fantasy, Hentai, Demons, Horror, Sci-Fi"
2344,Choujin Densetsu Urotsukidouji: Inferno Road,5.43,OVA,3,Unknown,Rx - Hentai,1409,"Fantasy, Hentai, Demons, Horror, Sci-Fi"
2345,Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,5.36,OVA,1,Unknown,Rx - Hentai,1193,"Fantasy, Hentai, Demons, Horror"
2346,Koroshiya 1 The Animation: Episode 0,5.71,OVA,1,Unknown,1,5745,"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen"
2348,Shitai wo Arau The Animation,5.45,OVA,3,Unknown,Rx - Hentai,1539,Hentai
2349,Bondage Game: Shinsou no Reijoutachi,5.17,OVA,2,Unknown,Rx - Hentai,5813,"Hentai, Psychological"
2350,Ail Maniax: Inma Seifukugari & Majogari no Yoru ni,5.35,OVA,3,Unknown,Rx - Hentai,1935,"Hentai, Demons"
2351,Pigeon Blood,5.39,OVA,2,Unknown,Rx - Hentai,2745,Hentai
2352,Daiakuji: The Xena Buster,6.66,OVA,6,Unknown,Rx - Hentai,5077,Hentai
2353,Daiakuji: The Xena Buster Specials,6.62,Special,2,Unknown,Rx - Hentai,2497,Hentai
2354,Devilman: Tanjou-hen,7.15,OVA,1,Unknown,1,16451,"Demons, Horror, Sci-Fi, Supernatural"
2355,Devilman: Yochou Sirene-hen,7.03,OVA,1,Unknown,1,12983,"Demons, Horror, Sci-Fi, Supernatural"
